 File,c:\shareddata\ronald\2017-02-28\pa\stub01\stub01.csv
 Stub,SG170216_06
 Date, 2,28,2017
 Time,16, 9
 Acc.,Voltage,10.0
 Magn:,   600
Thresholds:
 Phase,Low,Upp
   1,  23, 255
 TakeOff,37.4
 Preset,Time:,   3.0
 Elem, 5
 Data,Type:,ZAF Elem.,Wt%
 Particle, Scan,10
 Part#,Field#,Phase#,X_stage,Y_stage,X_cent,Y_cent,X_left,Y_low,X_width,Y_height,Xferet,Yferet,AvgDiam,LProj,Area,Perim,Shape,Aspe,Orient,CK,OK,AlK,SiK,UM,  CPS ,AvgVideo,StgX ,StgY ,MinCnts
  331,254, 1, -3612, -2844,1672, 932,1640, 908,  32,  25,    1.16,    1.16,    1.17,    1.48,   1.0710,    3.47,    0.90,    1.61, 53,  11.13,  16.54,   1.45,   1.67,  69.20,  1510,124,  -3.462,  -2.850,4346
  332,254, 1, -3612, -2844, 113, 704,  80, 680,  32,  25,    1.39,    1.16,    1.17,    1.46,   1.0710,    3.93,    1.15,    1.57, 11,   8.99,  23.13,   0.00,   0.00,  67.88,  1556,112,  -3.823,  -2.903,4532
  333,254, 1, -3612, -2844, 725, 416, 693, 392,  32,  25,    1.16,    1.16,    1.22,    1.35,   1.1781,    3.47,    0.81,    1.21, 90,   8.90,  21.39,   0.00,   0.00,  69.71,  1655,132,  -3.681,  -2.970,4729
  334,255, 1, -3139, -2844, 522, 497, 490, 473,  32,  25,    1.16,    1.16,    1.25,    1.48,   1.2317,    3.47,    0.78,    1.40, 53,   8.22,  23.36,   0.00,   0.00,  68.42,  1625,132,  -3.255,  -2.951,4600
  335,256, 1, -2666, -2844, 378, 376, 346, 352,  32,  25,    1.16,    1.16,    1.22,    1.48,   1.1781,    3.47,    0.81,    1.46, 53,   7.47,  21.56,   0.00,   0.00,  70.96,  1619,127,  -2.815,  -2.979,4667
  336,257, 1, -2193, -2844, 127,1440,  96,1416,  32,  25,    1.16,    0.93,    1.04,    1.25,   0.8568,    3.24,    0.97,    1.42, 14,  14.64,  10.01,   0.84,   0.92,  73.59,  1322, 63,  -2.401,  -2.733,3769
  337,257, 1, -2193, -2844,1359, 837,1327, 813,  32,  25,    1.16,    1.39,    1.14,    1.41,   1.0175,    3.93,    1.21,    1.53, 90,   9.97,  13.60,   0.00,   0.00,  76.43,  1453, 74,  -2.115,  -2.872,4167
  338,258, 1, -1720, -2844, 885, 562, 853, 538,  32,  25,    1.16,    1.16,    1.22,    1.35,   1.1781,    3.47,    0.81,    1.21, 90,   8.80,  21.94,   0.00,   0.00,  69.26,  1584,115,  -1.752,  -2.936,4501
  339,259, 1, -1247, -2844, 170,1191, 138,1167,  32,  25,    1.39,    1.16,    1.14,    1.46,   1.0175,    3.93,    1.21,    1.65, 11,  12.13,  11.03,   0.00,   8.52,  68.33,  1410, 90,  -1.445,  -2.791,4072
  340,261, 1,  -302, -2844,1197,  64,1165,  40,  32,  25,    0.93,    1.16,    1.04,    1.25,   0.8568,    3.24,    0.97,    1.42, 90,  10.72,  21.75,   0.00,   0.00,  67.52,  1377, 99,  -0.262,  -3.051,4290
  341,265, 1,  1589, -2844, 443, 814, 411, 790,  32,  25,    1.16,    0.93,    1.14,    1.35,   1.0175,    3.24,    0.82,    1.41, 26,   9.57,  16.97,   0.00,   0.00,  73.46,  1502,115,   1.455,  -2.878,4286
  342,265, 1,  1589, -2844, 851, 762, 819, 738,  32,  25,    1.16,    1.16,    1.22,    1.35,   1.1781,    3.47,    0.81,    1.21, 90,   9.27,  17.62,   0.00,   0.00,  73.11,  1570,126,   1.549,  -2.890,4557
  343,269, 1,  3482, -2844, 166, 916, 134, 892,  32,  25,    1.16,    0.93,    1.08,    1.35,   0.9104,    3.24,    0.92,    1.57, 26,  13.82,  17.68,   0.00,   0.00,  68.51,  1428, 40,   3.283,  -2.854,4160
  344,269, 1,  3482, -2844,1859, 444,1827, 420,  32,  25,    1.39,    1.16,    1.17,    1.39,   1.0710,    3.93,    1.15,    1.41,-11,   9.23,  15.08,   0.00,   2.48,  73.21,  1517,113,   3.675,  -2.963,4379
  345,271, 1, -4086, -3214,1360, 863,1328, 838,  32,  25,    1.39,    1.85,    1.38,    2.18,   1.4995,    4.86,    1.25,    2.50, 60,  35.08,   6.81,   1.36,   0.00,  56.75,  1369, 51,  -4.008,  -3.236,3836
  346,271, 1, -4086, -3214, 145, 674, 113, 650,  32,  25,    1.16,    0.93,    1.11,    1.35,   0.9639,    3.24,    0.87,    1.48, 26,   9.87,  18.01,   0.00,   0.00,  72.12,  1525,124,  -4.289,  -3.280,4473
  347,272, 1, -3612, -3214,  48, 909,  16, 885,  32,  25,    1.16,    1.16,    1.14,    1.48,   1.0175,    3.47,    0.94,    1.69, 53,   9.57,  21.41,   1.44,   0.00,  67.58,  1589, 99,  -3.838,  -3.226,4540
  348,273, 1, -3139, -3214, 931,1102, 899,1076,  32,  25,    1.62,    2.55,    1.67,    2.71,   2.1956,    6.25,    1.41,    2.62, 73,   8.48,  19.09,   0.00,   0.00,  72.43,  1499,115,  -3.161,  -3.181,4383
  349,273, 1, -3139, -3214, 450, 523, 418, 499,  32,  25,    1.39,    1.39,    1.25,    1.46,   1.2317,    4.17,    1.12,    1.37, 90,   9.72,  14.61,   0.00,   1.37,  74.30,  1503,100,  -3.272,  -3.315,4189
  350,273, 1, -3139, -3214,  83, 272,  51, 248,  32,  25,    1.39,    1.16,    1.22,    1.46,   1.1781,    3.93,    1.05,    1.43, 11,  10.11,  17.97,   1.23,   1.48,  69.21,  1485,117,  -3.357,  -3.373,4214
  351,275, 1, -2193, -3214,1223,1518,1191,1494,  32,  25,    1.16,    1.16,    1.22,    1.48,   1.1781,    3.47,    0.81,    1.46, 53,   9.65,  18.46,   0.00,   1.39,  70.51,  1504,130,  -2.147,  -3.085,4426
  352,275, 1, -2193, -3214,1538, 889,1506, 865,  32,  25,    1.16,    1.16,    1.14,    1.48,   1.0175,    3.47,    0.94,    1.69, 53,   9.29,  17.28,   0.00,   0.00,  73.43,  1493,125,  -2.074,  -3.230,4299
  353,275, 1, -2193, -3214, 677, 105, 645,  81,  32,  25,    1.16,    1.16,    1.14,    1.35,   1.0175,    3.47,    0.94,    1.41, 26,   9.74,  21.78,   0.00,   0.00,  68.48,  1565,115,  -2.273,  -3.412,4535
  354,276, 1, -1720, -3214,1141, 238,1108, 214,  32,  25,    1.39,    1.16,    1.17,    1.39,   1.0710,    3.93,    1.15,    1.41,-11,  10.05,  20.69,   0.00,   0.00,  69.26,  1466,102,  -1.693,  -3.381,4358
  355,278, 1,  -775, -3214,1503,1130,1471,1106,  32,  25,    1.39,    1.16,    1.22,    1.41,   1.1781,    3.93,    1.05,    1.32,  0,   9.15,  19.95,   0.00,   0.00,  70.89,  1602,139,  -0.664,  -3.175,4567
  356,282, 1,  1117, -3214, 767, 609, 735, 583,  32,  25,    1.16,    1.16,    1.17,    1.35,   1.0710,    3.47,    0.90,    1.34, 90,   8.50,  24.73,   0.00,   0.00,  66.76,  1621,119,   1.058,  -3.295,4769
  357,283, 1,  1589, -3214, 593,1008, 561, 984,  32,  25,    1.16,    1.16,    1.14,    1.48,   1.0175,    3.47,    0.94,    1.69, 36,   8.65,  22.81,   0.00,   0.00,  68.54,  1505,133,   1.489,  -3.203,4481
  358,284, 1,  2063, -3214, 560, 744, 527, 720,  32,  25,    1.39,    1.16,    1.22,    1.48,   1.1781,    3.93,    1.05,    1.46, 53,   8.73,  20.86,   1.02,   0.00,  69.39,  1526,120,   1.956,  -3.264,4378
  359,284, 1,  2063, -3214,1534, 180,1502, 156,  32,  25,    1.16,    0.93,    1.01,    1.25,   0.8033,    3.24,    1.04,    1.52, 14,  13.15,  15.13,   1.50,   0.90,  69.32,  1414, 68,   2.181,  -3.395,4184
  360,285, 1,  2536, -3214,  40, 400,   0, 376,  32,  25,    1.39,    1.16,    1.11,    1.46,   0.9639,    3.93,    1.28,    1.75, 11,   9.16,  17.97,   0.00,   1.21,  71.65,  1550,127,   2.308,  -3.344,4429
  361,286, 1,  3009, -3214, 724,  67, 692,  43,  32,  25,    1.39,    1.16,    1.25,    1.46,   1.2317,    3.93,    1.00,    1.37, 11,   8.65,  14.46,   1.04,   0.00,  75.86,  1478,122,   2.940,  -3.421,4312
  362,287, 1,  3482, -3214, 898, 596, 866, 572,  32,  25,    1.16,    1.16,    1.17,    1.35,   1.0710,    3.47,    0.90,    1.34, 90,   8.81,  20.84,   0.00,   0.00,  70.35,  1556,126,   3.453,  -3.298,4624
  363,287, 1,  3482, -3214, 864, 111, 833,  87,  32,  25,    1.16,    1.16,    1.14,    1.35,   1.0175,    3.47,    0.94,    1.41, 26,   9.01,  19.85,   0.00,   0.00,  71.13,  1498,119,   3.445,  -3.410,4357
  364,288, 1,  3955, -3214,1858, 709,1827, 685,  32,  25,    1.16,    1.16,    1.14,    1.35,   1.0175,    3.47,    0.94,    1.41, 90,   8.94,  18.42,   0.00,   0.00,  72.64,  1475,106,   4.148,  -3.272,4330
  365,289, 1, -4085, -3583,1868,1372,1836,1348,  32,  25,    1.39,    1.16,    1.22,    1.67,   1.1781,    3.93,    1.05,    1.86, 30,   9.83,  19.92,   0.00,   0.00,  70.24,  1490,119,  -3.890,  -3.488,4451
  366,289, 1, -4085, -3583, 738, 462, 706, 438,  32,  25,    1.16,    1.39,    1.22,    1.41,   1.1781,    3.93,    1.05,    1.32, 90,  10.20,  17.57,   1.32,   0.00,  70.91,  1481,123,  -4.151,  -3.698,4367
  367,290, 1, -3612, -3583, 324,1367, 292,1343,  32,  25,    1.16,    1.16,    1.17,    1.48,   1.0710,    3.47,    0.90,    1.61, 53,   9.92,  19.33,   0.00,   1.50,  69.25,  1487,119,  -3.774,  -3.489,4393
  368,291, 1, -3140, -3583, 658, 934, 625, 910,  32,  25,    1.39,    1.16,    1.14,    1.46,   1.0175,    3.93,    1.21,    1.65, 11,   9.80,  23.58,   1.15,   0.00,  65.48,  1528,125,  -3.225,  -3.589,4383
  369,291, 1, -3140, -3583,1206, 285,1174, 261,  32,  25,    1.16,    1.16,    1.11,    1.25,   0.9639,    3.47,    0.99,    1.27, 90,   9.33,  19.02,   0.00,   1.33,  70.32,  1590,129,  -3.098,  -3.739,4607
  370,293, 1, -2193, -3583, 124, 591,  91, 567,  32,  25,    1.39,    1.16,    1.22,    1.41,   1.1781,    3.93,    1.05,    1.32,-21,   9.50,  22.02,   0.00,   0.00,  68.48,  1577,128,  -2.401,  -3.668,4558
  371,294, 1, -1720, -3583,  29,1505,   0,1481,  32,  25,    1.16,    0.93,    1.01,    1.25,   0.8033,    3.24,    1.04,    1.52, 14,  11.24,  18.46,   0.00,   0.00,  70.29,  1409, 98,  -1.950,  -3.457,4243
  372,295, 1, -1247, -3583, 757, 592, 725, 568,  32,  25,    1.16,    0.93,    1.14,    1.48,   1.0175,    3.24,    0.82,    1.69, 36,  10.20,  19.35,   0.00,   7.45,  63.00,  1735,112,  -1.309,  -3.668,4916
  373,299, 1,   643, -3583,1169, 203,1137, 179,  32,  25,    1.16,    0.93,    1.08,    1.25,   0.9104,    3.24,    0.92,    1.34, 14,   9.58,  14.93,   0.00,   0.00,  75.49,  1342, 75,   0.677,  -3.758,3985
  374,300, 1,  1117, -3583,1366,  58,1334,  34,  32,  25,    1.16,    1.16,    1.14,    1.35,   1.0175,    3.47,    0.94,    1.41, 90,   9.05,  18.41,   0.00,   0.00,  72.54,  1598,111,   1.196,  -3.792,4599
  375,301, 1,  1589, -3583,  41, 597,   0, 573,  32,  25,    1.39,    1.16,    1.14,    1.41,   1.0175,    3.93,    1.21,    1.53,  0,   9.43,  17.72,   0.00,   0.00,  72.85,  1459,113,   1.362,  -3.667,4226
  376,301, 1,  1589, -3583,1150, 269,1119, 245,  32,  25,    1.16,    1.16,    1.20,    1.35,   1.1246,    3.47,    0.85,    1.27, 90,   8.59,  15.32,   0.00,   0.00,  76.09,  1334,102,   1.618,  -3.743,4104
  377,302, 1,  2063, -3583, 531,1355, 500,1331,  32,  25,    1.16,    0.93,    1.04,    1.25,   0.8568,    3.24,    0.97,    1.42, 14,  16.79,   8.32,   1.18,   0.00,  73.70,  1283,  0,   1.949,  -3.492,3729
  378,302, 1,  2063, -3583,1150,1283,1118,1259,  32,  25,    1.39,    1.16,    1.25,    1.55,   1.2317,    3.93,    1.00,    1.54, 21,   9.72,  18.17,   0.00,   0.00,  72.11,  1402,122,   2.092,  -3.508,4184
  379,302, 1,  2063, -3583, 522, 550, 490, 526,  32,  25,    1.16,    1.16,    1.20,    1.35,   1.1246,    3.47,    0.85,    1.27, 90,   8.87,  20.63,   1.33,   0.00,  69.17,  1521,125,   1.947,  -3.678,4463
  380,303, 1,  2536, -3583, 216, 612, 184, 588,  32,  25,    1.16,    1.16,    1.08,    1.35,   0.9104,    3.47,    1.05,    1.57, 90,   8.37,  21.42,   0.00,   0.00,  70.20,  1504,125,   2.349,  -3.664,4424
  381,304, 1,  3009, -3583, 211,1237, 179,1213,  32,  25,    1.16,    1.16,    1.11,    1.35,   0.9639,    3.47,    0.99,    1.48, 26,  10.17,  22.03,   0.00,   0.00,  67.79,  1531, 97,   2.821,  -3.519,4332
  382,304, 1,  3009, -3583,1557, 398,1525, 374,  32,  25,    1.16,    0.93,    1.11,    1.25,   0.9639,    3.24,    0.87,    1.27,-36,   9.70,  16.31,   0.00,   0.00,  73.99,  1474, 97,   3.132,  -3.713,4273
  383,305, 1,  3481, -3583, 853,  39, 821,   0,  32,  25,    1.16,    1.16,    1.22,    1.48,   1.1781,    3.47,    0.81,    1.46, 36,   8.95,  20.27,   0.00,   5.11,  65.67,  1686,123,   3.441,  -3.796,4804
  384,306, 1,  3955, -3583, 164,1280, 132,1256,  32,  25,    1.16,    0.93,    1.14,    1.48,   1.0175,    3.24,    0.82,    1.69, 36,  11.66,  14.41,   1.29,   1.23,  71.40,  1421, 61,   3.756,  -3.509,4044
  385,307, 1, -4085, -3954,1844, 753,1812, 730,  32,  25,    1.39,    1.16,    1.20,    1.46,   1.1246,    3.93,    1.10,    1.50, 11,   9.79,  17.51,   0.00,   1.26,  71.44,  1540,129,  -3.895,  -4.002,4405
  386,308, 1, -3613, -3954,1674, 647,1642, 623,  32,  25,    1.39,    1.16,    1.22,    1.46,   1.1781,    3.93,    1.05,    1.43, 11,   9.63,  19.39,   0.00,   0.00,  70.98,  1548,121,  -3.463,  -4.026,4526
  387,309, 1, -3139, -3954,1617,1286,1585,1262,  32,  25,    1.62,    1.62,    1.45,    1.76,   1.6601,    4.86,    1.13,    1.47, 90,  10.95,  22.45,   1.28,   0.00,  65.32,  1570,107,  -3.002,  -3.879,4618
  388,309, 1, -3139, -3954,  53, 584,  21, 560,  32,  25,    1.39,    0.93,    1.11,    1.41,   0.9639,    3.47,    0.99,    1.61,  0,  10.05,  13.90,   0.00,   0.00,  76.04,  1298, 95,  -3.364,  -4.041,3941
  389,309, 1, -3139, -3954, 631, 521, 598, 497,  32,  25,    1.39,    1.39,    1.22,    1.46,   1.1781,    4.17,    1.17,    1.43, 90,   9.87,  20.77,   1.20,   1.28,  66.88,  1513,101,  -3.230,  -4.056,4415
  390,310, 1, -2666, -3954, 872,1193, 840,1169,  32,  25,    1.16,    1.16,    1.14,    1.35,   1.0175,    3.47,    0.94,    1.41, 90,   9.65,  19.95,   0.00,   3.04,  67.36,  1543,124,  -2.701,  -3.900,4538
  391,311, 1, -2193, -3954,1151, 535,1119, 511,  32,  25,    1.16,    1.16,    1.20,    1.35,   1.1246,    3.47,    0.85,    1.27, 90,   8.73,  21.81,   0.00,   0.00,  69.46,  1504,129,  -2.164,  -4.052,4559
  392,311, 1, -2193, -3954, 266,  34, 233,   0,  32,  25,    1.39,    0.93,    1.11,    1.48,   0.9639,    3.47,    0.99,    1.79, 36,   9.13,  25.96,   1.45,   0.00,  63.46,  1593,104,  -2.368,  -4.168,4603
  393,312, 1, -1720, -3954,1638, 581,1606, 557,  32,  25,    1.16,    1.16,    1.17,    1.35,   1.0710,    3.47,    0.90,    1.34, 26,   9.29,  18.98,   0.00,   0.00,  71.73,  1537,119,  -1.578,  -4.042,4365
  394,313, 1, -1248, -3954, 815,1531, 781,1503,  32,  25,    1.85,    2.08,    1.61,    2.79,   2.0350,    6.02,    1.42,    3.00, 48,   9.00,  25.91,   0.00,   0.00,  65.08,  1706,123,  -1.296,  -3.822,4851
  395,313, 1, -1248, -3954,2043,1000,2011, 974,  32,  25,    1.16,    1.16,    1.14,    1.48,   1.0175,    3.47,    0.94,    1.69, 53,   8.70,  22.88,   1.33,   0.00,  67.09,  1757,115,  -1.012,  -3.945,5128
  396,314, 1,  -775, -3954, 448,1266, 416,1242,  32,  25,    1.39,    0.93,    1.14,    1.46,   1.0175,    3.47,    0.94,    1.65, 11,  10.88,  11.93,   0.00,   2.03,  75.15,  1343, 71,  -0.908,  -3.883,3903
  397,314, 1,  -775, -3954, 724, 661, 691, 637,  32,  25,    1.39,    1.39,    1.25,    1.46,   1.2317,    4.17,    1.12,    1.37, 90,  10.67,  20.16,   0.00,   0.00,  69.17,  1485, 77,  -0.844,  -4.023,4405
  398,315, 1,  -302, -3954, 885,1300, 853,1276,  32,  25,    1.16,    1.39,    1.28,    1.48,   1.2852,    3.93,    0.96,    1.34, 36,  10.03,  16.09,   1.08,   1.03,  71.77,  1516, 68,  -0.334,  -3.875,4372
  399,316, 1,   171, -3954,1427, 452,1395, 428,  32,  25,    1.16,    1.16,    1.20,    1.35,   1.1246,    3.47,    0.85,    1.27, 90,   9.35,  16.36,   0.00,   0.00,  74.29,  1474,112,   0.264,  -4.072,4430
  400,317, 1,   644, -3954,1209, 890,1177, 868,  32,  25,    2.55,    2.55,    2.18,    3.02,   3.7486,    9.26,    1.82,    1.91, 30,  33.70,   5.45,   0.00,   0.00,  60.85,  1016,  0,   0.687,  -3.970,2958
  401,318, 1,  1117, -3954, 114, 736,  82, 712,  32,  25,    1.16,    1.16,    1.11,    1.35,   0.9639,    3.47,    0.99,    1.48, 90,   7.79,  20.28,   0.00,   0.00,  71.94,  1576,126,   0.906,  -4.006,4671
  402,323, 1,  3481, -3954, 198,1128, 166,1104,  32,  25,    1.39,    1.16,    1.17,    1.41,   1.0710,    3.93,    1.15,    1.45,  0,   9.21,  18.48,   0.00,   0.00,  72.31,  1527,103,   3.290,  -3.915,4400
